date,time,area,weather,max_temperature,min_temperature,aqi,aqiLevel,wind_direction,wind_power,aqiInfo,temperature,pH,oxygen,permanganate,NH,TP,TN,conductivity,turbidity,chla,density,temperature_2m_mean,rain_sum,shortwave_radiation_sum,wind_speed_10m_max,NP_ratio,temp_oxygen_index,eutrophication_index,water_quality_index,nutrient_pollution_index,temp_ph_interaction,NH_TN_ratio,oxygen_saturation_index,nutrient_limitation,light_turbidity_index,rain_temp_interaction,wind_turbidity_index,radiation_temp_ratio,conductivity_rain_index,wind_oxygen_mixing,thermal_stratification_index,nutrient_runoff_potential,light_availability_index,weather_stress_index,pH_conductivity_stability,temp_turbidity_metabolism,oxygen_pH_balance,nutrient_temp_efficiency,radiation_nutrient_productivity,wind_mixing_efficiency,precipitation_nutrient_loading,thermal_oxygen_capacity,pH_oxygen_photosynthesis,conductivity_turbidity_clarity,wind_radiation_mixing,temp_conductivity_density,nutrient_redox_potential,light_penetration_depth,metabolic_activity_index,hydrodynamic_mixing_index,biogeochemical_cycling_index,ecological_stress_index,water_column_stability,algal_growth_potential,environmental_capacity_index
2021-01-13,20210113,宜兴,多云,15,2,79,2,西南风,2级,良,2.8,7.57,13.4,3.45,0.025,0.069,1.57,403.1,80.1,0.002,4437510.0,8.5,0.0,13.45,14.4,22.428571428571427,37.52,1.6963333333333337,155.241,0.001725,21.196,0.0159134309357097,0.9878854177204572,0.069,0.0123304562268803,0.0,1153.44,1.721958089574226,403.1,192.96,0.193103448275862,0.0,0.1658446362515413,2.8512251491449594,45.43258415667912,0.0577718390701704,4.353660000000004,1.8852987563269956,4.426868851118136,71.57385943279903,0.0,0.0928483048750309,0.1928461,0.0628174180810065,27.375273613014954,0.3999050298631333,0.121546785486951,0.037268457584616,3.359271437019515,28.73636946760744,0.3262071910112359,0.8239022851396912,5.368275862068966,0.0032665362627508,0.0
2021-01-14,20210114,宜兴,阴-晴,13,2,101,3,东南风,2级,轻度,4.0,7.3,13.13,3.44,0.03,0.065,1.32,402.2,61.8,0.003,3179560.0,9.5,0.0,13.19,10.1,20.0,52.52,1.6083333333333334,147.57,0.00195,29.2,0.0227100681302043,0.9996955638444028,0.065,0.0159235668789808,0.0,624.18,1.721958089574226,402.2,132.613,0.3921568627450981,0.0,0.2100318471337579,2.02,43.79585883232726,0.1273885350318471,1.1816999999999986,1.6916428200518352,3.8635669244883024,64.68503184713376,0.0,0.1302579365079365,0.1385477599999999,0.105281343580508,26.6438,0.5714748840179154,0.089454958364875,0.0473044700751707,5.78798309178744,28.81186706603908,0.2537283783783784,0.6809669375789,15.46328335255671,0.0064939576519194,0.0
2021-01-15,20210115,宜兴,晴-阴,18,1,134,3,西北风,微风,轻度,4.2,7.28,13.29,3.22,0.025,0.048,1.28,399.7,51.4,0.003,3386130.0,10.2,0.0,13.28,17.9,26.12244897959184,55.818,1.516,142.654,0.0012,30.576000000000004,0.0195160031225605,1.0172780256111091,0.048,0.0190839694656488,0.0,920.06,1.721958089574226,399.7,237.891,0.2333333333333333,0.0,0.2534351145038168,2.8512251491449594,43.63059076843449,0.1642640962482073,1.0419360000000015,1.6383244636225551,3.2917260056086075,136.53874045801524,0.0,0.139301222859995,0.137663136,0.1512319520537579,27.375273613014954,0.6005823059306884,0.0726229508196722,0.0600557143373973,7.305915857605178,53.71150960920197,0.1934923222748814,0.5647991962890383,5.1812962962962965,0.0034602340966921,0.0
2021-01-16,20210116,宜兴,阴-多云,6,-1,70,2,东北风,3级,良,4.9,7.3,13.18,3.33,0.025,0.053,1.28,396.3,61.0,0.003,3268090.0,2.8,0.0,8.85,16.4,23.703703703703702,64.58200000000001,1.5543333333333331,145.48000000000002,0.001325,35.77,0.0195160031225605,1.0277094902922237,0.053,0.0161290322580645,0.0,1000.4,1.4999999999999998,396.3,216.152,0.296969696969697,0.0,0.1427419354838709,2.779661016949152,43.68824913859004,0.1749453608770571,1.1861999999999986,1.7030692105021137,2.3050809964077184,104.82774193548389,0.0,0.1625522275358671,0.0933143999999999,0.1064750134336378,24.6,0.7015341888436756,0.0771662763466041,0.032965804961633,7.216418184601256,57.55210198381436,0.2064968129330253,0.6688735527054276,7.132672176308541,0.0027269944382647,0.0
2021-01-17,20210117,宜兴,多云-晴,7,-2,75,2,西北风,2级,良,4.9,7.27,12.81,3.68,0.034,0.088,1.34,399.0,98.9,0.003,5297180.0,1.5,0.0,13.6,11.5,15.0561797752809,62.769000000000005,1.7026666666666668,161.44099999999997,0.002992,35.623,0.0253542132736763,0.998858768637586,0.088,0.01001001001001,0.0,1137.35,1.721958089574226,399.0,147.315,0.4224137931034483,0.0,0.1361361361361361,1.9491525423728813,43.55794725747502,0.1085746984422176,0.933848999999997,1.8244432352565785,4.670169504418443,45.93093093093093,0.0,0.1569225,0.1341463199999999,0.0407883290176759,26.508474576271187,0.7008545873306166,0.0876926174496643,0.0290889179778068,4.405586310098474,40.27877055039314,0.3227682051282051,1.1018515237515398,14.529577883472058,0.0062928438838838,0.0
2021-01-18,20210118,宜兴,晴,11,0,89,2,西南风,2级,良,4.8,7.28,12.73,3.5,0.025,0.065,1.29,404.4,76.2,0.003,4184580.0,5.3,0.0,14.12,12.7,19.545454545454547,61.104,1.6183333333333334,153.98399999999998,0.001625,34.944,0.0193648334624322,0.9900100398361488,0.065,0.0129533678756476,0.0,967.74,1.721958089574226,404.4,161.671,0.375,0.0,0.182901554404145,2.189655172413793,43.71548442365031,0.136221154198176,0.9980320000000018,1.7225425986855034,4.0887092633250415,66.52694300518134,0.0,0.1507252096694622,0.140203128,0.0696348132740071,27.375273613014954,0.6852371419731809,0.0690240123934934,0.0406447898675877,5.512231970260223,43.40643691256052,0.2372023333333333,0.8602699343076405,11.847656250000002,0.0053733005559547,0.0
2021-01-19,20210119,宜兴,晴,10,4,105,3,东南风,3级,轻度,5.6,7.75,12.46,3.92,0.442,0.077,2.83,490.4,42.2,0.008,3004150.0,4.2,0.0,13.93,20.0,36.282051282051285,69.776,2.2756666666666665,166.325,0.0057691125,43.4,0.0639635820394342,0.989540147573372,0.077,0.0231481481481481,0.0,844.0,1.721958089574226,490.4,249.2,0.2786069651741293,0.0,0.3224537037037037,2.8512251491449594,48.028753065674856,0.306759692457017,7.008750000000001,3.846338364464929,6.502639783887771,227.037037037037,0.0,0.141994301994302,0.21695975,0.2752211197413909,27.375273613014954,0.7780740445900627,0.7775326300511529,0.0655393706714844,11.476315789473682,75.14761137949544,0.5292740169014943,0.482182985553772,6.797455508527015,0.0187375697530864,0.0
2021-01-20,20210120,宜兴,晴-小雨,14,10,60,2,东南风,3级,良,6.0,7.88,12.64,5.58,0.642,0.108,3.6,539.4,51.5,0.014,4861730.0,8.2,0.0,13.34,15.2,33.027522935779814,75.84,2.808929166666668,184.784,0.0057691125,47.28,0.0639635820394342,1.014319493674409,0.108,0.019047619047619,0.0,782.8,1.721958089574226,539.4,192.128,0.3921568627450981,0.0,0.2540952380952381,2.1714285714285717,49.58339969595803,0.2799416848895061,9.788415999999998,5.00527645849182,8.318000798268777,156.16914285714284,0.0,0.140340488527017,0.232692288,0.2032978422689154,27.375273613014954,0.8227845941966722,0.7775326300511529,0.0386162975828629,10.289586776859505,59.24386124464076,0.5292740169014943,0.5795195335089636,13.82545174932718,0.0365897142857142,0.0
2021-01-21,20210121,宜兴,小雨,13,8,111,3,西北风,2级,轻度,6.9,7.79,11.81,4.69,0.402,0.119,3.54,600.0,61.6,0.011,4213100.0,11.2,0.1,5.12,10.3,29.5,81.489,2.783,205.3371500000001,0.0057691125,53.751000000000005,0.0639635820394342,0.9699102747171572,0.119,0.0159744408945686,0.0126582278481012,634.48,0.6481012658227848,545.4545454545454,121.643,0.6634615384615384,0.18295,0.0817891373801917,1.3164556962025316,49.84505454002927,0.2895338217325544,7.370621000000002,5.166471116063964,3.323112719123442,98.7220447284345,0.2546,0.1355890183028286,0.078002688,0.1580794401880091,6.675443037974683,0.9326095104615252,0.7775326300511529,0.0143741893462551,9.433783771734284,44.41875,0.5292740169014943,0.7249138314280776,38.276627218934905,0.0210385836184229,1.9585090967638064
2021-01-22,20210122,宜兴,中雨,10,6,106,3,东北风,2级,轻度,7.7,7.87,11.83,4.42,0.23,0.094,3.14,600.2,40.3,0.011,4078620.0,9.2,8.1,2.38,12.1,33.05263157894737,91.091,2.551333333333333,198.541,0.0057691125,60.599,0.0639635820394342,0.9914859606658984,0.094,0.0242130750605326,0.2797674019836411,487.63,0.2735632183908046,65.95604395604397,143.143,0.6311475409836066,3.433453125,0.0576271186440678,2.32183908045977,50.35956066750631,0.51735188535806,8.954127000000003,4.7527327155406605,1.2930213857473511,175.84552058111382,9.262250000000002,0.1515153027278775,0.038572898,0.36933339076605,3.3101149425287355,1.0406913482659317,0.7536399235912132,0.0106323097129276,15.679924978127737,58.22397200349956,0.5292740169014943,0.4828032880031706,31.050389680193508,0.0099977860007762,135.70061830144323
2021-01-23,20210123,宜兴,小雨-多云,7,2,86,2,北风,2级,良,7.8,7.81,11.31,4.27,0.216,0.088,3.15,613.3,35.2,0.011,3806300.0,6.3,5.0,3.1,14.1,35.39325842696629,88.218,2.5026666666666664,200.413,0.0057691125,60.91799999999999,0.0639635820394342,0.95029649913591,0.088,0.0276243093922651,0.2797674019836411,496.3200000000001,0.3522727272727272,102.21666666666664,159.471,0.5492957746478874,3.433453125,0.085635359116022,2.1704545454545454,50.14397541780677,0.601773880339214,7.420490999999993,4.782463810591997,1.6321433760549346,238.882044198895,9.262250000000002,0.1436073579684193,0.0459299099999999,0.4731964841106771,4.967045454545454,1.0511444566282937,0.6279903522691207,0.0162495937601559,17.024526315789473,68.17082997582594,0.5292740169014943,0.4492868310255391,23.72416187264432,0.0122620760308806,135.70061830144323
2021-01-24,20210124,宜兴,多云-阴,6,5,137,3,东风,2级,轻度,7.4,7.83,11.41,3.76,0.216,0.08,2.81,546.8,34.9,0.007,2392510.0,5.6,0.0,5.39,11.1,34.69135802469136,84.43400000000001,2.216666666666667,180.349,0.0057691125,57.942,0.0639635820394342,0.949058335735936,0.08,0.0278551532033426,0.0,387.39,0.6416666666666666,546.8,126.651,0.6607142857142858,0.0,0.1501392757660167,1.3214285714285714,49.375277310970894,0.560729146321127,7.860349000000001,4.183953036377008,2.555564923847563,169.06629526462393,0.0,0.1541328952172326,0.081794867,0.4485607173033855,7.122499999999999,1.0128785791042365,0.7277071504802562,0.0315418646567262,16.66964750378215,53.10318076027929,0.5292740169014943,0.4351451696490833,32.25701530612245,0.0206412965307672,0.0
2021-01-25,20210125,宜兴,小雨,10,8,81,2,东南风,2级,良,7.4,7.84,11.34,3.85,0.212,0.071,2.82,549.7,25.1,0.006,2101290.0,8.9,3.4,3.7,12.2,39.16666666666666,83.916,2.247,177.302,0.0057691125,58.016,0.0639635820394342,0.9432358919584152,0.071,0.0383141762452107,0.2797674019836411,306.22,0.4404761904761904,124.9318181818182,138.34799999999998,0.6016260162601627,3.433453125,0.1417624521072797,1.857142857142857,49.47973113874454,0.7712711246332742,8.001503999999997,4.185400770991671,1.655600132882333,241.40141495326148,6.9054,0.1523806065008171,0.05622372,0.4731964841106771,5.373809523809523,1.0121471061957723,0.7158550868486352,0.0292293715685112,21.96665909849749,58.25643672968962,0.4681432577319587,0.3280108339632149,26.88730253156191,0.0159120619993033,91.63904149620105
2021-01-26,20210126,宜兴,阴,6,3,85,2,西风,3级,良,17.26,8.006,9.87,3.641,0.025,0.0702,1.28,412.962,59.275000000000006,0.00898,10500000.0,7.4,4.4,4.62,19.8,19.198141619779143,160.12515999999997,1.7298666666666669,154.9683,0.0021753,140.52053999999998,0.0283858085364786,0.9795019992784256,0.0698,0.0165906264103064,0.0124146492861576,845.8215,0.7444302991725016,303.8802857142857,143.4888,1.0769784172661871,0.16206,0.2208037306790195,1.0501514641534837,48.75209676498791,1.0641094412678789,10.827586044000002,3.307860948345297,3.8635669244883024,99.34041213823268,0.560055,0.386257894308437,0.18985207626,0.1126503056904954,10.8814050918466,2.436447147880432,0.2894446011198207,0.0436558632937019,17.51381245711007,182.50035483949137,0.1797973783060921,0.8236921880817267,28.64833278229628,0.0180277332011478,7.298385861889853
2021-01-27,20210127,宜兴,阴-多云,8,5,104,3,东风,2级,轻度,8.1,7.81,11.03,4.11,0.826,0.1,3.6,560.9,25.6,0.007,2129930.0,6.5,1.5,9.45,12.4,35.64356435643564,89.34299999999999,2.603333333333333,180.853,0.0057691125,63.261,0.0639635820394342,0.9337822879145748,0.1,0.037593984962406,0.1648351648351648,317.44000000000005,1.0384615384615383,224.36,136.772,0.648,2.7750000000000004,0.3552631578947368,1.5274725274725276,49.44763964430277,0.8666542910762212,7.236782999999992,5.547419250210037,5.670000000000001,241.40141495326148,3.702,0.159001601708489,0.1365458849999999,0.4731964841106771,12.876923076923076,1.1048481983014222,0.7775326300511529,0.0695231228756823,22.721225333767496,64.3474918316356,0.5292740169014943,0.3544749913807414,29.077056,0.075438955345691,33.98906560636183
2021-01-28,20210128,宜兴,多云-晴,11,-3,112,3,西北风,3级,轻度,8.5,7.8,10.78,4.24,0.641,0.091,3.41,543.5,27.5,0.007,2945040.0,6.5,0.3,11.81,23.6,37.06521739130435,91.63,2.5803333333333334,176.39,0.0057691125,66.3,0.0639635820394342,0.9217837585553011,0.091,0.0350877192982456,0.031578947368421,649.0,1.2431578947368422,418.07692307692304,254.408,0.3586497890295358,0.52515,0.4143859649122807,2.515789473684211,49.13896995050952,0.8695279141435974,6.899199999999996,5.35509605924149,6.578816655828008,241.40141495326148,0.73215,0.1682828282828282,0.16550534,0.4731964841106771,27.375273613014954,1.1644046258235257,0.7775326300511529,0.079081291013794,21.829993891264504,129.9643666990606,0.5292740169014943,0.3851029922458494,8.224732503694206,0.0444308505919269,12.78004018754186
2021-01-29,20210129,宜兴,晴,8,1,72,2,东南风,微风,良,8.1,7.92,11.53,4.74,-1.0,0.104,2.67,497.4,66.7,0.008,4833700.0,3.8,0.0,15.09,14.0,25.42857142857143,93.393,2.5046666666666666,178.276,-0.0008877875,64.152,-0.0051486193997956,0.976111494075707,0.104,0.0147710487444608,0.0,933.8,1.6582417582417583,497.4,161.42,0.5744680851063829,0.0,0.2228951255539143,1.5384615384615383,49.19431150238809,0.3405170478970086,9.758991999999996,4.159065135157471,7.951728441540241,102.8596750369276,0.0,0.1873856340288924,0.2470625339999999,0.1117780439516482,23.21538461538461,1.1232211036513615,-0.1479089387583078,0.0388319034066052,10.210830480397568,75.731267530386,0.5292740169014943,0.7713737548950038,20.265278406518785,0.0334224999704578,0.0
2021-01-30,20210130,宜兴,多云,11,8,78,2,东南风,2级,良,7.6,7.85,11.65,4.53,-1.0,0.105,1.22,390.0,138.4,0.004,6218350.0,6.7,0.0,13.66,10.1,11.50943396226415,88.53999999999999,1.9516666666666669,174.715,-0.0008877875,59.66,-0.0051486193997956,0.9739379846182918,0.105,0.0071736011477761,0.0,1397.84,1.588372093023256,390.0,117.665,0.7450980392156863,0.0,0.0979913916786226,1.1744186046511629,46.85435434588512,0.1502995272824758,8.417124999999993,1.9375270810003475,4.88905884194494,28.256814921090385,0.0,0.2264450127877237,0.2148376499999999,0.0203596240464909,16.042558139534886,1.0905896013831236,-0.1479089387583078,0.0177199623288648,4.829007156256512,55.2230215827338,0.2698670886075949,1.5519531997485034,28.489042675893888,0.0085946395750126,0.0
2021-01-31,20210131,宜兴,阴-小雨,15,8,90,2,西南风,1级,良,8.2,7.89,11.52,4.1,-1.0,0.086,2.07,453.4,73.8,0.007,5108750.0,10.9,1.4,8.77,9.0,23.79310344827586,94.46399999999998,2.0853333333333333,167.90699999999998,-0.0008877875,64.698,-0.0051486193997956,0.9777105134305702,0.086,0.0133689839572192,0.1521739130434782,664.1999999999999,0.9532608695652174,188.91666666666663,103.68,0.901098901098901,1.5091999999999997,0.1172459893048128,1.1304347826086958,48.27873537384077,0.3139201409595349,9.124991999999994,3.248699144703312,3.700274916543364,54.55347593582888,2.1699999999999995,0.2078873239436619,0.1404322559999999,0.0832317565682228,8.579347826086956,1.1518507505891171,-0.1479089387583078,0.0229894096676103,9.4464,50.777487271226086,0.4021157647058823,0.8460516124489508,44.89651008332327,0.017115147433155,34.675585284280935
2021-02-01,20210201,宜兴,小雨-多云,9,2,101,3,西风,2级,轻度,9.4,8.01,11.85,4.26,-1.0,0.076,2.73,498.4,34.4,0.01,10025000.0,9.8,8.0,3.02,11.3,35.45454545454545,111.39,2.3553333333333333,165.683,-0.0008877875,75.294,-0.0051486193997956,1.0360729184532291,0.076,0.0282485875706214,0.2797674019836411,388.72,0.2903846153846153,55.37777777777777,133.905,0.8245614035087719,3.433453125,0.0853107344632768,1.8557692307692308,49.76939309654384,0.8141201770480531,12.088184999999994,4.489583706167913,1.3756091712401457,159.0937853107345,9.262250000000002,0.2230476571886263,0.0540383699999999,0.4208179945286906,3.281346153846154,1.3031289524656469,-0.1479089387583078,0.0162187708105089,22.4970726172466,70.88894821142553,0.4674216730038023,0.3967614321760246,36.0492459218221,0.0135270365164668,135.70061830144323
